,CentroSuministrador,Periodo,MesPeriodo,IdPeriodo,precip,tmin,tmax,tmean,dia_lluvia,dia_helada,dia_caluroso,Dolar,IPC,Desempleo,IMACEC,Precio_carne,Precio_leche,Precio_carne_1trim_mean,Precio_carne_0trim_mean,Precio_leche_1trim_mean,Precio_leche_0trim_mean,tmean_1trim_mean,tmean_0trim_mean,precip_1trim_mean,precip_0trim_mean,dia_lluvia_1trim_mean,dia_lluvia_0trim_mean,dia_helada_1trim_mean,dia_helada_0trim_mean,tmin_1trim_mean,tmin_0trim_mean,tmax_1trim_mean,tmax_0trim_mean,dia_caluroso_1trim_mean,dia_caluroso_0trim_mean
422,Río Bueno,2016,1,2016-01-01,0.9748741012916745,11.775975614344683,24.561763118626697,18.044999438845824,6.0,0.0,1.0,721.948,0.5,5.9,2.3,6298.083333333333,723.0,6220.283333333333,6255.952777777778,798.3333333333334,770.0,8.010327096225176,12.388215126202402,8.663043899125462,2.2454122986939646,20.0,10.333333333333334,3.3333333333333335,0.3333333333333333,4.327627708025069,7.166977577884791,10.861821475770233,17.05317530197863,0.0,0.0
423,Temuco,2016,1,2016-01-01,0.7902033176889963,12.166045898483826,25.683716371566526,18.514204384053226,2.0,0.0,2.0,721.948,0.5,5.9,2.3,6298.083333333333,723.0,6220.283333333333,6255.952777777778,798.3333333333334,770.0,8.538008374363342,12.884990165346602,6.7557408388743205,2.2357024592298234,19.0,8.666666666666666,4.0,0.0,4.695588163457269,7.252758208341806,12.197181113283946,18.360632529312362,0.0,0.0
424,Valdivia,2016,1,2016-01-01,1.4080032525783934,13.256934665207554,21.463463926928082,17.35038382505086,3.0,0.0,0.0,721.948,0.5,5.9,2.3,6298.083333333333,723.0,6220.283333333333,6255.952777777778,798.3333333333334,770.0,8.968585165814126,12.626535360179403,11.050359364665075,2.4285955753631687,20.0,9.666666666666666,0.0,0.0,6.300365827597379,8.918229304988534,11.167344330143985,15.942748321455264,0.0,0.0
425,Ancud,2016,2,2016-02-01,1.0260560235182015,14.412040302840328,17.546051135368366,12.44350854593152,7.0,0.0,0.0,704.084761904762,0.3,6.0,4.6,6242.416666666667,707.0,6232.211111111113,6244.563888888887,796.6666666666666,747.0,12.443508545931516,12.443508545931522,5.093492401766039,2.047097777653562,16.333333333333332,9.333333333333334,0.0,0.0,9.647601019038083,13.070523124635685,17.546051135368362,17.546051135368366,0.0,0.0
426,Chimbarongo-Santiago,2016,2,2016-02-01,0.020770678624000918,22.59462188691134,17.546051135368366,12.44350854593152,0.0,0.0,20.0,704.084761904762,0.3,6.0,4.6,6242.416666666667,707.0,6232.211111111113,6244.563888888887,796.6666666666666,747.0,12.443508545931516,12.443508545931522,4.134897096227518,0.6118529683666537,11.666666666666666,2.0,0.3333333333333333,0.0,12.805176097009465,19.92031181933922,17.546051135368362,17.546051135368366,0.0,6.666666666666667
427,Frutillar,2016,2,2016-02-01,0.8469321711460268,15.898039501524977,17.546051135368366,12.44350854593152,6.0,0.0,0.0,704.084761904762,0.3,6.0,4.6,6242.416666666667,707.0,6232.211111111113,6244.563888888887,796.6666666666666,747.0,12.443508545931516,12.443508545931522,5.3866944785481765,1.7922300394501063,17.333333333333332,10.333333333333334,1.0,0.0,8.496713639178543,14.34333918355506,17.546051135368362,17.546051135368366,0.0,0.0
428,Futrono,2016,2,2016-02-01,0.6475181558493819,15.97950272941661,17.546051135368366,12.44350854593152,4.0,0.0,0.0,704.084761904762,0.3,6.0,4.6,6242.416666666667,707.0,6232.211111111113,6244.563888888887,796.6666666666666,747.0,12.443508545931516,12.443508545931522,6.8147298939549215,1.8774857360532684,16.333333333333332,6.0,0.0,0.0,9.707239760719743,14.769519100815758,17.546051135368362,17.546051135368366,0.0,0.0
429,Los Lagos,2016,2,2016-02-01,0.6496262247246499,16.774945327517184,17.546051135368366,12.44350854593152,4.0,0.0,1.0,704.084761904762,0.3,6.0,4.6,6242.416666666667,707.0,6232.211111111113,6244.563888888887,796.6666666666666,747.0,12.443508545931516,12.443508545931522,6.51074607046484,1.7518765904581803,17.333333333333332,8.0,1.3333333333333333,0.0,9.408211242579688,15.355447748784462,17.546051135368362,17.546051135368366,0.0,0.0
430,Los Muermos,2016,2,2016-02-01,0.7496354922484714,10.15981536368706,20.97111590877609,15.517828967223425,8.0,0.0,0.0,704.084761904762,0.3,6.0,4.6,6242.416666666667,707.0,6232.211111111113,6244.563888888887,796.6666666666666,747.0,12.44350854593152,13.908672078617615,5.087321886272773,1.92076513897591,17.333333333333332,9.333333333333334,2.6666666666666665,0.0,8.202055053474544,9.544951677781077,17.54605113536836,18.41520006619263,0.0,0.0
431,Los Ángeles,2016,2,2016-02-01,0.0017515572272669285,19.691070492247174,17.546051135368366,12.44350854593152,0.0,0.0,3.0,704.084761904762,0.3,6.0,4.6,6242.416666666667,707.0,6232.211111111113,6244.563888888887,796.6666666666666,747.0,12.443508545931516,12.443508545931522,4.994307550066593,0.642976301901419,11.666666666666666,3.6666666666666665,0.3333333333333333,0.0,10.89830410235865,18.120176732644254,17.546051135368362,17.546051135368366,0.0,3.6666666666666665
432,Máfil,2016,2,2016-02-01,0.6024814344001478,11.277585370906364,21.657325589385565,16.17186773553826,5.0,0.0,0.0,704.084761904762,0.3,6.0,4.6,6242.416666666667,707.0,6232.211111111113,6244.563888888887,796.6666666666666,747.0,9.398927408475117,14.939387094134096,7.165699280344963,2.095652130698262,16.333333333333332,8.0,1.0,0.0,5.1423583729789755,9.808880449842468,12.968984332682117,19.867165333111174,0.0,0.0
433,Octay,2016,2,2016-02-01,0.8469321711460268,10.940133577958484,21.062684388674825,15.898039501524977,6.0,0.0,0.0,704.084761904762,0.3,6.0,4.6,6242.416666666667,707.0,6232.211111111113,6244.563888888887,796.6666666666666,747.0,8.496713639178543,14.34333918355506,5.3866944785481765,1.7922300394501063,17.333333333333332,10.333333333333334,1.0,0.0,4.585875719951254,9.379702051259729,11.409211014271762,18.809418198305455,0.0,0.0
434,Osorno,2016,2,2016-02-01,0.9846386703217255,10.49308806614354,21.50123513929536,15.796472721877409,6.0,0.0,0.0,704.084761904762,0.3,6.0,4.6,6242.416666666667,707.0,6232.211111111113,6244.563888888887,796.6666666666666,747.0,8.541493276032634,14.474382704525459,5.632095340781199,1.8181435138783717,18.333333333333332,7.666666666666667,1.6666666666666667,0.0,4.356443721969616,9.09748812497333,11.949162160146239,19.49467073819113,0.0,0.0
435,Panguipulli,2016,2,2016-02-01,0.8062123407391617,10.660603198082597,21.788814412001933,16.06192970500745,6.0,0.0,1.0,704.084761904762,0.3,6.0,4.6,6242.416666666667,707.0,6232.211111111113,6244.563888888887,796.6666666666666,747.0,8.920864312221633,14.697030664309183,9.299042814726894,3.070404830801248,17.0,10.333333333333334,2.0,0.0,4.421919457406126,9.200588973783573,12.67585813756294,19.84932518244977,0.0,0.0
436,Puerto Montt,2016,2,2016-02-01,1.5304967547118542,11.749158628782807,19.767431622948326,15.782396213328997,11.0,0.0,0.0,704.084761904762,0.3,6.0,4.6,6242.416666666667,707.0,6232.211111111113,6244.563888888887,796.6666666666666,747.0,9.010468104209915,14.347180281636009,6.1117096275067055,2.637378391203679,18.0,11.0,0.0,0.0,5.372148840696352,10.178496442740546,11.396169903448628,17.898187901904848,0.0,0.0
437,Puerto Varas,2016,2,2016-02-01,1.5304967547118542,11.749158628782807,19.767431622948326,15.782396213328997,11.0,0.0,0.0,704.084761904762,0.3,6.0,4.6,6242.416666666667,707.0,6232.211111111113,6244.563888888887,796.6666666666666,747.0,9.010468104209915,14.347180281636009,6.1117096275067055,2.637378391203679,18.0,11.0,0.0,0.0,5.372148840696352,10.178496442740546,11.396169903448628,17.898187901904848,0.0,0.0
438,Purranque,2016,2,2016-02-01,0.9270542889127082,10.522263585742166,21.95052045097203,16.085362128198604,4.0,0.0,1.0,704.084761904762,0.3,6.0,4.6,6242.416666666667,707.0,6232.211111111113,6244.563888888887,796.6666666666666,747.0,8.432215949648215,14.588059664497491,5.299193786373827,1.654951557036438,17.0,8.666666666666666,2.6666666666666665,0.0,4.142252980261077,9.091960464812601,11.848919962127743,19.679600543165346,0.0,0.3333333333333333
439,Río Bueno,2016,2,2016-02-01,1.2048931165213141,10.856200255846806,22.648801737609055,16.467114015247816,5.0,0.0,1.0,704.084761904762,0.3,6.0,4.6,6242.416666666667,707.0,6232.211111111113,6244.563888888887,796.6666666666666,747.0,8.834486891439818,15.018732232127883,5.570510942571677,1.719948963978722,16.333333333333332,8.333333333333334,2.3333333333333335,0.0,4.505405150811981,9.435189756222194,12.418273267765974,20.3908269034168,0.0,0.3333333333333333
440,Temuco,2016,2,2016-02-01,0.0502526418649041,11.038439846806854,23.983822040913605,16.72414504395244,0.0,0.0,2.0,704.084761904762,0.3,6.0,4.6,6242.416666666667,707.0,6232.211111111113,6244.563888888887,796.6666666666666,747.0,9.504809956785836,15.428784925799414,5.2268809709765325,1.3170998631192894,15.333333333333334,5.333333333333333,3.0,0.0,4.873864946872679,9.53300327792217,13.806725708256304,21.674590708017636,0.0,0.6666666666666666
441,Valdivia,2016,2,2016-02-01,0.6475181558493819,12.153397755751586,20.03480241594424,15.97950272941661,4.0,0.0,0.0,704.084761904762,0.3,6.0,4.6,6242.416666666667,707.0,6232.211111111113,6244.563888888887,796.6666666666666,747.0,9.707239760719743,14.769519100815758,6.8147298939549215,1.8774857360532684,16.333333333333332,6.0,0.0,0.0,6.558658901970529,10.970397497740064,12.43301862143089,18.36837587499218,0.0,0.0
442,Ancud,2016,3,2016-03-01,1.598481475922961,13.537800521967068,17.546051135368366,12.44350854593152,5.0,0.0,0.0,682.067727272727,0.4,6.5,2.8,6210.75,692.0,6223.966666666668,6252.569444444444,788.0,724.0,12.443508545931524,12.44350854593152,2.7182477750518608,1.4129753316938742,12.333333333333334,7.666666666666667,0.0,0.0,10.316249180256188,14.042386773668625,17.546051135368362,17.546051135368366,0.0,0.0
443,Chimbarongo-Santiago,2016,3,2016-03-01,0.002378077697075486,20.49963706179004,17.546051135368366,12.44350854593152,0.0,0.0,11.0,682.067727272727,0.4,6.5,2.8,6210.75,692.0,6223.966666666668,6252.569444444444,788.0,724.0,12.443508545931524,12.44350854593152,2.8947229714421465,0.15822875301644837,9.0,0.6666666666666666,0.0,0.0,14.58971684158674,21.803590380385728,17.546051135368362,17.546051135368366,0.0,13.333333333333334
444,Frutillar,2016,3,2016-03-01,1.2799133175970963,14.207388901902487,17.546051135368366,12.44350854593152,4.0,0.0,0.0,682.067727272727,0.4,6.5,2.8,6210.75,692.0,6223.966666666668,6252.569444444444,788.0,724.0,12.443508545931524,12.44350854593152,2.7344833916164517,1.1783433324145147,14.333333333333334,7.666666666666667,0.6666666666666666,0.0,9.831309581747783,15.67196517620683,17.546051135368362,17.546051135368366,0.0,0.0
445,Futrono,2016,3,2016-03-01,1.2643760599605514,14.7111124050444,17.546051135368366,12.44350854593152,2.0,0.0,0.0,682.067727272727,0.4,6.5,2.8,6210.75,692.0,6223.966666666668,6252.569444444444,788.0,724.0,12.443508545931524,12.44350854593152,3.2580809181493966,1.2411751352683924,12.0,4.0,0.0,0.0,10.81185948606614,15.910217509974354,17.546051135368362,17.546051135368366,0.0,0.0
446,Los Lagos,2016,3,2016-03-01,1.1024855206388031,15.01178238006961,17.546051135368366,12.44350854593152,2.0,0.0,0.0,682.067727272727,0.4,6.5,2.8,6210.75,692.0,6223.966666666668,6252.569444444444,788.0,724.0,12.443508545931524,12.44350854593152,3.1600171141881694,1.1996161941125927,13.333333333333334,5.333333333333333,0.6666666666666666,0.0,10.702426847410019,16.692279469411908,17.546051135368362,17.546051135368366,0.0,0.3333333333333333
447,Los Muermos,2016,3,2016-03-01,1.2025242891264827,9.334309552320828,20.33146866525831,13.999755275599925,3.0,0.0,0.0,682.067727272727,0.4,6.5,2.8,6210.75,692.0,6223.966666666668,6252.569444444444,788.0,724.0,12.07556469556235,15.30138940275075,2.885892344037142,1.231352731015401,14.666666666666666,7.0,1.6666666666666667,0.0,8.837790422495551,9.769742139779707,16.511535285603156,20.591404173760413,0.0,0.0
448,Los Ángeles,2016,3,2016-03-01,0.5056025191518528,17.796924584098942,17.546051135368366,12.44350854593152,2.0,0.0,2.0,682.067727272727,0.4,6.5,2.8,6210.75,692.0,6223.966666666668,6252.569444444444,788.0,724.0,12.443508545931524,12.44350854593152,2.529619651043015,0.43157901730710213,8.666666666666666,2.0,0.3333333333333333,0.0,12.618670826373679,19.60356707292158,17.546051135368362,17.546051135368366,0.0,4.666666666666667
449,Máfil,2016,3,2016-03-01,1.0700697115426714,9.963259521520097,21.649294693460554,14.629811523148941,2.0,0.0,0.0,682.067727272727,0.4,6.5,2.8,6210.75,692.0,6223.966666666668,6252.569444444444,788.0,724.0,10.598984643377534,16.149697888093243,3.731129309797042,1.379539239262831,12.666666666666666,5.666666666666667,0.3333333333333333,0.0,5.8865366727732535,10.927551370027507,14.733220731489851,21.4428405730481,0.0,0.0
450,Octay,2016,3,2016-03-01,1.2799133175970963,10.175430572475129,20.24484293870548,14.207388901902487,4.0,0.0,0.0,682.067727272727,0.4,6.5,2.8,6210.75,692.0,6223.966666666668,6252.569444444444,788.0,724.0,9.831309581747783,15.67196517620683,2.7344833916164517,1.1783433324145147,14.333333333333334,7.666666666666667,0.6666666666666666,0.0,5.553745224371338,10.516559175517635,13.172660411841742,20.682107579401144,0.0,0.0
451,Osorno,2016,3,2016-03-01,1.1739148543930154,9.606218793100481,21.060711477154804,14.216096055371183,2.0,0.0,0.0,682.067727272727,0.4,6.5,2.8,6210.75,692.0,6223.966666666668,6252.569444444444,788.0,724.0,9.858233642190887,15.75048228445562,2.9950601274565876,1.219182416717666,14.666666666666666,5.666666666666667,1.0,0.0,5.237853005516333,10.162765631067407,13.785635107477745,21.28011008241635,0.0,0.0
452,Panguipulli,2016,3,2016-03-01,1.3303749662906965,9.412498987320621,21.912209491418135,14.572091449100357,3.0,0.0,0.0,682.067727272727,0.4,6.5,2.8,6210.75,692.0,6223.966666666668,6252.569444444444,788.0,724.0,10.220520194703248,15.95130803590193,5.049100973622184,2.203605746670395,14.666666666666666,6.666666666666667,1.0,0.0,5.19941027260943,10.312480046539054,14.58258107075803,21.440629416955613,0.0,0.3333333333333333
453,Puerto Montt,2016,3,2016-03-01,1.6238500547705044,10.852974910155568,18.698445067668295,14.03721484958938,5.0,0.0,0.0,682.067727272727,0.4,6.5,2.8,6210.75,692.0,6223.966666666668,6252.569444444444,788.0,724.0,10.282259674083873,15.538652176774471,3.759139069382241,1.803170413562978,15.666666666666666,9.333333333333334,0.0,0.0,6.402541069388936,11.289545187911008,12.97342679981026,19.506914469076168,0.0,0.0
454,Puerto Varas,2016,3,2016-03-01,1.6238500547705044,10.852974910155568,18.698445067668295,14.03721484958938,5.0,0.0,0.0,682.067727272727,0.4,6.5,2.8,6210.75,692.0,6223.966666666668,6252.569444444444,788.0,724.0,10.282259674083873,15.538652176774471,3.759139069382241,1.803170413562978,15.666666666666666,9.333333333333334,0.0,0.0,6.402541069388936,11.289545187911008,12.97342679981026,19.506914469076168,0.0,0.0
455,Purranque,2016,3,2016-03-01,1.1831371557059838,9.763620702436514,21.31247642912044,14.383344142888589,4.0,0.0,0.0,682.067727272727,0.4,6.5,2.8,6210.75,692.0,6223.966666666668,6252.569444444444,788.0,724.0,9.806970207158988,15.95184507175164,2.6330742478000215,1.1498111502050588,13.666666666666666,6.0,2.0,0.0,5.118843083088383,10.175596459395445,13.695617969435693,21.630175977285727,0.0,0.6666666666666666
456,Río Bueno,2016,3,2016-03-01,1.108720724356688,9.795700293057928,21.64561381481577,14.464727806709842,3.0,0.0,0.0,682.067727272727,0.4,6.5,2.8,6210.75,692.0,6223.966666666668,6252.569444444444,788.0,724.0,10.20935438459091,16.352392452327276,2.761118506288964,1.3082006584737162,13.0,5.666666666666667,1.3333333333333333,0.0,5.449732571454089,10.490834523828532,14.371783067178479,22.282592308355294,0.0,0.6666666666666666
457,Temuco,2016,3,2016-03-01,0.7011631585501893,9.627848767642481,23.559349079927458,15.074546131088574,3.0,0.0,0.0,682.067727272727,0.4,6.5,2.8,6210.75,692.0,6223.966666666668,6252.569444444444,788.0,724.0,10.723609638464348,16.75283845315679,2.9658028437786808,0.8515939067885666,11.0,3.0,2.0,0.0,5.4751855465640675,10.767832083409656,15.669197094559413,23.604208068325946,0.0,1.3333333333333333
458,Valdivia,2016,3,2016-03-01,1.2643760599605514,11.203731254079846,19.653615207645224,14.7111124050444,2.0,0.0,0.0,682.067727272727,0.4,6.5,2.8,6210.75,692.0,6223.966666666668,6252.569444444444,788.0,724.0,10.81185948606614,15.910217509974354,3.2580809181493966,1.2411751352683924,12.0,4.0,0.0,0.0,7.34508832039203,11.975831556308782,13.928820095536736,19.801809903990325,0.0,0.0
459,Ancud,2016,4,2016-04-01,4.744005688818216,11.80339650860244,17.546051135368366,12.44350854593152,10.0,0.0,0.0,669.932380952381,0.3,6.6,1.1,6117.333333333333,718.0,6255.952777777777,6250.416666666668,770.0,707.3333333333334,12.44350854593152,12.44350854593152,2.4386492371718553,1.2396028338978315,11.333333333333334,6.0,0.0,0.0,11.613820112137399,14.238355172353748,17.546051135368362,17.546051135368366,0.0,0.0
460,Chimbarongo-Santiago,2016,4,2016-04-01,7.22834599937397,15.089849047380177,17.546051135368366,12.44350854593152,7.0,0.0,0.0,669.932380952381,0.3,6.6,1.1,6117.333333333333,718.0,6255.952777777777,6250.416666666668,770.0,707.3333333333334,12.44350854593152,12.44350854593152,1.7660423449513587,0.1439119519215787,5.666666666666667,0.6666666666666666,0.0,0.0,17.190113233737858,21.719403670385873,17.546051135368362,17.546051135368366,3.0,14.0
461,Frutillar,2016,4,2016-04-01,3.9344297381825037,9.945059473432632,17.546051135368366,12.44350854593152,10.0,0.0,0.0,669.932380952381,0.3,6.6,1.1,6117.333333333333,718.0,6255.952777777777,6250.416666666668,770.0,707.3333333333334,12.44350854593152,12.44350854593152,2.315351547652701,1.0490256906546613,13.0,5.333333333333333,0.0,0.0,11.91397663853918,15.728199189260073,17.546051135368362,17.546051135368366,0.0,0.0
462,Futrono,2016,4,2016-04-01,5.053713816000608,11.023200538543984,17.546051135368366,12.44350854593152,10.0,0.0,0.0,669.932380952381,0.3,6.6,1.1,6117.333333333333,718.0,6255.952777777777,6250.416666666668,770.0,707.3333333333334,12.44350854593152,12.44350854593152,2.4285955753631687,1.1066324894627755,9.666666666666666,3.0,0.0,0.0,12.626535360179403,16.01366631983729,17.546051135368362,17.546051135368366,0.0,0.0
463,Los Lagos,2016,4,2016-04-01,4.114617700321492,10.45621709453695,17.546051135368366,12.44350854593152,9.0,0.0,0.0,669.932380952381,0.3,6.6,1.1,6117.333333333333,718.0,6255.952777777777,6250.416666666668,770.0,707.3333333333334,12.44350854593152,12.44350854593152,2.358663415524935,0.9959618736091386,10.333333333333334,4.0,0.0,0.0,12.849451717362577,16.70526318733852,17.546051135368362,17.546051135368366,0.0,0.3333333333333333
464,Los Muermos,2016,4,2016-04-01,3.8373870092487166,5.192224233206872,14.509490812516223,9.487967079267191,11.0,0.0,0.0,669.932380952381,0.3,6.6,1.1,6117.333333333333,718.0,6255.952777777777,6250.416666666668,770.0,707.3333333333334,12.544660504645718,15.351042503556856,2.4716429707056116,1.0285225207707824,12.333333333333334,5.333333333333333,0.3333333333333333,0.0,9.195296393434894,10.017780462708949,16.722486616635873,21.30892535269101,0.0,0.0
465,Los Ángeles,2016,4,2016-04-01,3.9643149729325047,12.369949135399262,17.546051135368366,12.44350854593152,9.0,0.0,0.0,669.932380952381,0.3,6.6,1.1,6117.333333333333,718.0,6255.952777777777,6250.416666666668,770.0,707.3333333333334,12.44350854593152,12.44350854593152,1.656387828962617,0.34127973369658376,7.0,1.3333333333333333,0.0,0.0,15.203343535919393,19.499531765657046,17.546051135368362,17.546051135368366,1.0,4.333333333333333
466,Máfil,2016,4,2016-04-01,4.5227021166747,6.417525753891926,15.363300990355443,10.39938810520606,11.0,0.0,0.0,669.932380952381,0.3,6.6,1.1,6117.333333333333,718.0,6255.952777777777,6250.416666666668,770.0,707.3333333333334,12.619059382992688,16.16982694048838,2.9365732721173075,1.0102967586281844,10.333333333333334,4.333333333333333,0.0,0.0,7.582003932313363,11.14802852607131,17.08107374141575,22.240376191645286,0.0,0.0
467,Octay,2016,4,2016-04-01,3.9344297381825037,6.373352376828963,14.234045541269182,9.945059473432632,10.0,0.0,0.0,669.932380952381,0.3,6.6,1.1,6117.333333333333,718.0,6255.952777777777,6250.416666666668,770.0,707.3333333333334,11.91397663853918,15.728199189260073,2.315351547652701,1.0490256906546613,13.0,5.333333333333333,0.0,0.0,7.2441196154687,10.890565306266637,15.712536561813096,21.336767927883546,0.0,0.0
468,Osorno,2016,4,2016-04-01,3.4747784953604315,5.717170074816693,14.68696634189191,9.761716422191695,11.0,0.0,0.0,669.932380952381,0.3,6.6,1.1,6117.333333333333,718.0,6255.952777777777,6250.416666666668,770.0,707.3333333333334,11.939871560770136,15.804002555468399,2.491707437367198,1.076579924245708,11.0,4.333333333333333,0.0,0.0,6.924991019792212,10.474585585008162,16.310007888969412,22.052927826618987,0.0,0.0
469,Panguipulli,2016,4,2016-04-01,6.122539870243563,6.135269200966515,15.244319268414436,10.12579740255393,12.0,0.0,0.0,669.932380952381,0.3,6.6,1.1,6117.333333333333,718.0,6255.952777777777,6250.416666666668,770.0,707.3333333333334,12.340343626228568,16.04010996369254,4.086948460195152,1.30882017871481,12.0,5.666666666666667,0.3333333333333333,0.0,6.937552887326992,10.566072011580433,17.02338718600748,22.344064748019054,0.0,0.3333333333333333
470,Puerto Montt,2016,4,2016-04-01,4.85326023340567,7.4974704355236375,14.227767796784407,10.623318181422468,11.0,0.0,0.0,669.932380952381,0.3,6.6,1.1,6117.333333333333,718.0,6255.952777777777,6250.416666666668,770.0,707.3333333333334,12.254472262229541,15.472780340723041,3.2714381906721237,1.4756941308556675,13.666666666666666,7.666666666666667,0.0,0.0,8.08916999980453,11.61166860945454,15.341323325618694,19.851237437449328,0.0,0.0
471,Puerto Varas,2016,4,2016-04-01,4.85326023340567,7.4974704355236375,14.227767796784407,10.623318181422468,11.0,0.0,0.0,669.932380952381,0.3,6.6,1.1,6117.333333333333,718.0,6255.952777777777,6250.416666666668,770.0,707.3333333333334,12.254472262229541,15.472780340723041,3.2714381906721237,1.4756941308556675,13.666666666666666,7.666666666666667,0.0,0.0,8.08916999980453,11.61166860945454,15.341323325618694,19.851237437449328,0.0,0.0
472,Purranque,2016,4,2016-04-01,3.56642704805455,5.611909070328187,14.663849471024406,9.711247041426285,10.0,0.0,0.0,669.932380952381,0.3,6.6,1.1,6117.333333333333,718.0,6255.952777777777,6250.416666666668,770.0,707.3333333333334,11.962318323127962,16.02437909685008,2.1752261388903222,1.0401368169021763,11.333333333333334,4.666666666666667,0.3333333333333333,0.0,6.853562575708762,10.552269799843037,16.323079971586964,22.41228525981499,0.0,0.6666666666666666
473,Río Bueno,2016,4,2016-04-01,3.146909974837841,6.078598911247279,15.206615873597004,10.147837513334412,10.0,0.0,0.0,669.932380952381,0.3,6.6,1.1,6117.333333333333,718.0,6255.952777777777,6250.416666666668,770.0,707.3333333333334,12.388215126202404,16.32561375360116,2.2454122986939637,1.0961626473898927,10.333333333333334,4.666666666666667,0.3333333333333333,0.0,7.166977577884791,10.809292054416474,17.05317530197863,22.952059557017176,0.0,0.6666666666666666
474,Temuco,2016,4,2016-04-01,3.0621839483179514,6.00093682866734,16.363382614690124,10.57311942229815,11.0,0.0,0.0,669.932380952381,0.3,6.6,1.1,6117.333333333333,718.0,6255.952777777777,6250.416666666668,770.0,707.3333333333334,12.884990165346599,16.770965186364748,2.2357024592298216,0.51387303936803,8.666666666666666,1.6666666666666667,0.0,0.0,7.2527582083418025,10.944111504311055,18.36063252931235,24.4089624974692,0.0,1.3333333333333333
475,Valdivia,2016,4,2016-04-01,5.053713816000608,8.026569329677836,14.693317942194167,11.023200538543984,10.0,0.0,0.0,669.932380952381,0.3,6.6,1.1,6117.333333333333,718.0,6255.952777777777,6250.416666666668,770.0,707.3333333333334,12.626535360179403,16.01366631983729,2.4285955753631687,1.1066324894627755,9.666666666666666,3.0,0.0,0.0,8.91822930498853,12.204687891679663,15.94274832145527,20.38396051683918,0.0,0.0
476,Ancud,2016,5,2016-05-01,2.5736238359792205,11.943264097878563,17.546051135368366,12.44350854593152,15.0,0.0,0.0,681.870454545454,0.2,7.0,2.3,6107.583333333333,717.0,6244.56388888889,6190.166666666667,747.0,705.6666666666666,12.44350854593152,12.44350854593152,2.0470977776535606,2.4561810627531266,9.333333333333334,7.333333333333333,0.0,0.0,13.070523124635677,13.251079111136614,17.546051135368362,17.546051135368366,0.0,0.0
477,Chimbarongo-Santiago,2016,5,2016-05-01,1.9240896142605335,13.280384855737598,17.546051135368366,12.44350854593152,9.0,0.0,0.0,681.870454545454,0.2,7.0,2.3,6107.583333333333,717.0,6244.56388888889,6190.166666666667,747.0,705.6666666666666,12.44350854593152,12.44350854593152,0.6118529683666539,2.4171649185650153,2.0,2.3333333333333335,0.0,0.0,19.920311819339208,19.394702665360523,17.546051135368362,17.546051135368366,6.666666666666667,10.333333333333334
478,Frutillar,2016,5,2016-05-01,2.0950211989732153,10.257489950546248,17.546051135368366,12.44350854593152,13.0,0.0,0.0,681.870454545454,0.2,7.0,2.3,6107.583333333333,717.0,6244.56388888889,6190.166666666667,747.0,705.6666666666666,12.44350854593152,12.44350854593152,1.7922300394501054,2.020425075641876,10.333333333333334,6.666666666666667,0.0,0.0,14.34333918355506,13.350162625620035,17.546051135368362,17.546051135368366,0.0,0.0
479,Futrono,2016,5,2016-05-01,2.7444974187968527,11.073801015777363,17.546051135368366,12.44350854593152,15.0,0.0,0.0,681.870454545454,0.2,7.0,2.3,6107.583333333333,717.0,6244.56388888889,6190.166666666667,747.0,705.6666666666666,12.44350854593152,12.44350854593152,1.8774857360532688,2.321869343936847,6.0,5.333333333333333,0.0,0.0,14.769519100815758,13.904605224334999,17.546051135368362,17.546051135368366,0.0,0.0
480,Los Lagos,2016,5,2016-05-01,2.723964747949112,10.381742610926786,17.546051135368366,12.44350854593152,14.0,0.0,0.0,681.870454545454,0.2,7.0,2.3,6107.583333333333,717.0,6244.56388888889,6190.166666666667,747.0,705.6666666666666,12.44350854593152,12.44350854593152,1.7518765904581801,1.9555764818949817,8.0,5.0,0.0,0.0,15.355447748784464,14.080981600707915,17.546051135368362,17.546051135368366,0.0,0.3333333333333333
481,Los Muermos,2016,5,2016-05-01,2.212293780527662,6.491246699218607,14.274279093446319,9.805362164069342,14.0,0.0,0.0,681.870454545454,0.2,7.0,2.3,6107.583333333333,717.0,6244.56388888889,6190.166666666667,747.0,705.6666666666666,13.908672078617618,13.001850440696844,1.9207651389759093,1.9298489302078907,9.333333333333334,7.333333333333333,0.0,0.0,9.544951677781077,8.228783049738253,18.415200066192625,18.604025128850207,0.0,0.0
482,Los Ángeles,2016,5,2016-05-01,3.2803406759804377,12.103302632221368,17.546051135368366,12.44350854593152,15.0,0.0,0.0,681.870454545454,0.2,7.0,2.3,6107.583333333333,717.0,6244.56388888889,6190.166666666667,747.0,705.6666666666666,12.44350854593152,12.44350854593152,0.6429763019014191,1.4905563497705414,3.6666666666666665,3.6666666666666665,0.0,0.0,18.120176732644254,16.61931473724846,17.546051135368362,17.546051135368366,3.6666666666666665,1.6666666666666667
